segment_id,emotion,KEM_neutral,KEM_angry,KEM_happy,KEM_surprise,KEM_sad,KEM_fear,KEM_disgust
061-192,fear,0.9183,0.0524,0.0069,0.008,0.0101,0.0006,0.0038
061-193,fear,0.0295,0.8534,0.0003,0.0801,0.0002,0.027,0.0095
061-194,fear,0.1014,0.1179,0.001,0.1928,0.0012,0.3116,0.2741
061-195,fear,0.4109,0.1581,0.0019,0.0132,0.4113,0.0011,0.0034
061-196,fear,0.3817,0.428,0.0058,0.0137,0.1436,0.0008,0.0264
061-197,fear,0.0267,0.0103,0.0006,0.0473,0.0003,0.9037,0.0111
061-198,fear,0.7825,0.0189,0.122,0.0138,0.0544,0.0018,0.0066
061-199,fear,0.3266,0.2486,0.0008,0.0187,0.369,0.0006,0.0358
061-200,fear,0.9409,0.0221,0.0165,0.006,0.0102,0.0006,0.0037
061-236,disgust,0.7992,0.0278,0.0031,0.02,0.0264,0.0072,0.1162
061-237,disgust,0.9547,0.0102,0.0055,0.0016,0.0129,0.0004,0.0147
061-238,disgust,0.7617,0.0014,0.1511,0.0015,0.0799,0.0008,0.0035
061-239,disgust,0.7481,0.0067,0.0014,0.1565,0.0191,0.0549,0.0132
061-240,disgust,0.9028,0.0033,0.0038,0.0019,0.0861,0.001,0.0011
061-241,disgust,0.957,0.0049,0.0066,0.0011,0.0209,0.0002,0.0093
061-242,disgust,0.4294,0.1347,0.0012,0.0017,0.0059,0.0006,0.4265
061-243,disgust,0.048,0.9441,0.0004,0.002,0.001,0.0004,0.0041
061-244,disgust,0.5169,0.0701,0.0032,0.3809,0.0074,0.0099,0.0115
061-245,disgust,0.7647,0.0556,0.0744,0.0213,0.0312,0.0014,0.0513
061-246,disgust,0.6392,0.0553,0.1394,0.0025,0.1126,0.0008,0.0501
061-247,disgust,0.5553,0.0382,0.0087,0.2649,0.1271,0.0041,0.0017
061-248,disgust,0.94,0.0163,0.0162,0.0026,0.0225,0.0004,0.002
061-249,disgust,0.3561,0.0256,0.0041,0.0266,0.0124,0.5452,0.03
061-250,disgust,0.7784,0.0629,0.0265,0.0152,0.0946,0.0026,0.0198
061-286,angry,0.0214,0.9518,0.0002,0.0226,8.17E-05,0.001,0.003
061-287,angry,0.2027,0.2936,0.0012,0.0235,0.0003,0.0029,0.4757
061-288,angry,0.6081,0.3791,0.0014,0.0039,0.0014,0.0008,0.0053
061-289,angry,0.0118,0.9837,0.0002,0.0014,0.0002,0.0002,0.0024
061-290,angry,0.2387,0.0739,0.0045,0.5971,0.0597,0.0247,0.0014
061-291,angry,0.0573,0.8703,0.0002,0.0071,0.0002,0.0006,0.0642
061-292,angry,0.0489,0.9285,0.003,0.0032,0.0125,0.0003,0.0037
061-293,angry,0.0349,0.9495,0.0003,0.0053,0.0001,0.0006,0.0094
061-294,angry,0.6329,0.0912,0.1619,0.0485,0.0071,0.0272,0.0312
061-295,angry,0.9052,0.0532,0.011,0.0057,0.0197,0.0006,0.0047
061-296,angry,0.7109,0.2582,0.0129,0.0073,0.008,0.0004,0.0023
061-297,angry,0.1488,0.7889,0.0004,0.0096,0.0005,0.0006,0.0512
061-298,angry,0.7942,0.0876,0.0137,0.0144,0.0848,0.0009,0.0044
061-299,angry,0.9026,0.0763,0.0084,0.0037,0.0055,0.0004,0.0031
061-300,angry,0.0852,0.6868,0.0048,0.0089,0.2108,0.0012,0.0024
061-336,sad,0.0302,0.003,0.0009,0.0006,0.9648,0.0002,0.0003
061-337,sad,0.6406,0.0116,0.0143,0.003,0.3265,0.0016,0.0024
061-338,sad,0.2043,0.0145,0.0065,0.0009,0.7667,0.0004,0.0066
061-339,sad,0.3782,0.3986,0.0004,0.0095,0.1937,0.0019,0.0176
061-340,sad,0.1337,0.0128,0.0008,0.0359,0.4263,0.3862,0.0043
061-341,sad,0.0393,0.0042,0.0005,0.0007,0.9548,7.77E-05,0.0004
061-342,sad,0.8286,0.0045,0.0028,0.0017,0.1595,0.0002,0.0026
061-343,sad,0.5228,0.0246,0.4011,0.0068,0.0301,0.0011,0.0135
061-344,sad,0.2479,0.0114,0.0123,0.0008,0.7215,0.0002,0.0058
061-345,sad,0.0194,0.007,9.53E-05,0.001,0.9714,0.0003,0.0007
061-346,sad,0.3221,0.0064,0.5764,0.0036,0.0817,0.0034,0.0064
061-347,sad,0.3847,0.0055,0.0121,0.0005,0.5883,0.0019,0.007
061-348,sad,0.8929,0.0448,0.0008,0.0016,0.0078,0.0002,0.0519
061-349,sad,0.1053,0.0958,0.0005,0.0032,0.7923,0.0011,0.0019
061-350,sad,0.8261,0.1161,0.001,0.0019,0.0027,0.0006,0.0517
062-001,happy,0.7448,0.0161,0.1978,0.0087,0.0273,0.003,0.0023
062-002,happy,0.9197,0.0232,0.0331,0.0042,0.0164,0.0004,0.0031
062-003,happy,0.9111,0.0285,0.0038,0.0251,0.0093,0.0094,0.0126
062-004,happy,0.9635,0.0062,0.0136,0.0023,0.0104,0.0004,0.0037
062-005,happy,0.1598,0.0502,0.7206,0.0497,0.0145,0.0042,0.0009
062-006,happy,0.7348,0.1304,0.0447,0.036,0.0163,0.0024,0.0354
062-007,happy,0.2568,0.6928,0.0132,0.0067,0.0006,0.0006,0.0293
062-008,happy,0.3208,0.016,0.6015,0.035,0.0176,0.0059,0.0032
062-009,happy,0.3423,0.0165,0.5855,0.0101,0.0404,0.0025,0.0027
062-010,happy,0.7057,0.1175,0.0388,0.0076,0.1231,0.0011,0.0063
062-011,happy,0.652,0.0168,0.0037,0.002,0.3239,0.0003,0.0013
062-012,happy,0.6438,0.0654,0.2178,0.0187,0.0192,0.0007,0.0344
062-013,happy,0.8422,0.0904,0.0083,0.0038,0.0422,0.0007,0.0124
062-014,happy,0.0535,0.7712,0.0032,0.0051,0.0008,0.0018,0.1644
062-015,happy,0.1618,0.6442,0.0006,0.0097,0.0003,0.0004,0.1829
062-051,surprise,0.2387,0.0289,0.665,0.0432,0.0163,0.0034,0.0045
062-052,surprise,0.4247,0.0765,0.2812,0.096,0.1126,0.0069,0.002
062-053,surprise,0.7218,0.0272,0.0538,0.154,0.0344,0.0062,0.0026
062-054,surprise,0.9471,0.0091,0.0081,0.0043,0.0255,0.0009,0.005
062-055,surprise,0.5501,0.0701,0.0091,0.3399,0.0047,0.001,0.025
062-056,surprise,0.7929,0.0223,0.1261,0.0233,0.0289,0.0029,0.0038
062-057,surprise,0.1682,0.6328,0.0125,0.1149,0.0167,0.0026,0.0523
062-058,surprise,0.1383,0.1607,0.0008,0.3515,0.2783,0.0672,0.0033
062-059,surprise,0.7984,0.1526,0.0151,0.0068,0.0158,0.0008,0.0104
062-060,surprise,0.1704,0.7155,0.0015,0.011,0.0002,0.0004,0.1011
062-061,surprise,0.0877,0.0879,0.0022,0.0215,0.0084,0.0019,0.7902
062-062,surprise,0.3432,0.6246,0.0004,0.0105,0.0034,0.0042,0.0137
062-063,surprise,0.9578,0.0081,0.0115,0.0051,0.0058,0.0007,0.011
062-064,surprise,0.6293,0.2871,0.001,0.0033,0.0017,0.0003,0.0773
062-065,surprise,0.2018,0.1003,0.003,0.6809,0.005,0.0068,0.0023
062-101,neutral,0.9773,0.0079,0.0006,0.0006,0.0048,0.0002,0.0086
062-102,neutral,0.6326,0.232,0.0006,0.1127,0.0014,0.004,0.0168
062-103,neutral,0.8252,0.0799,0.0007,0.0032,0.0065,0.0005,0.0839
062-104,neutral,0.9504,0.0094,0.0007,0.0054,0.0308,0.0007,0.0026
062-105,neutral,0.8746,0.0087,0.0693,0.0039,0.0144,0.0004,0.0287
062-106,neutral,0.9154,0.0201,0.0028,0.0016,0.0548,0.0003,0.005
062-107,neutral,0.9559,0.0032,0.0182,0.002,0.0088,0.0009,0.011
062-108,neutral,0.9321,0.0102,0.0025,0.002,0.0515,0.0002,0.0015
062-109,neutral,0.2473,0.0366,0.6681,0.0124,0.0302,0.0018,0.0035
062-110,neutral,0.5856,0.1512,0.0047,0.0365,0.0697,0.0016,0.1506
062-111,neutral,0.8243,0.054,0.0003,0.006,0.0022,0.0002,0.1131
062-112,neutral,0.9719,0.0089,0.0029,0.0018,0.0119,0.0003,0.0022
062-113,neutral,0.939,0.0053,0.0466,0.0033,0.0023,0.0002,0.0032
062-114,neutral,0.6998,0.0407,0.0017,0.0106,0.2358,0.0055,0.0058
062-115,neutral,0.9085,0.0394,0.0038,0.0063,0.0112,0.0012,0.0297
062-151,fear,0.8529,0.0532,0.0013,0.0059,0.0604,0.004,0.0224
062-152,fear,0.2006,0.36,0.0106,0.16,0.041,0.1081,0.1197
062-153,fear,0.7571,0.075,0.0107,0.0098,0.1439,0.0011,0.0023
062-154,fear,0.9303,0.0346,0.012,0.0037,0.0127,8.57E-05,0.0066
062-155,fear,0.1845,0.0062,0.0024,0.0107,0.004,0.7683,0.0238
062-156,fear,0.7005,0.1309,0.0012,0.0544,0.0028,0.0041,0.1061
062-157,fear,0.8846,0.025,0.0668,0.0087,0.0098,0.001,0.0042
062-158,fear,0.9521,0.009,0.0025,0.0012,0.0325,0.0002,0.0025
062-159,fear,0.0316,0.0018,0.0002,0.0272,0.0024,0.9344,0.0024
062-160,fear,0.8248,0.0109,0.0033,0.0034,0.0653,0.0008,0.0914
062-161,fear,0.1359,0.0133,0.0005,0.2472,0.0017,0.5876,0.0138
062-162,fear,0.4697,0.1617,0.0514,0.0386,0.2454,0.0028,0.0304
062-163,fear,0.688,0.0335,0.0572,0.0251,0.1819,0.0017,0.0127
062-164,fear,0.4415,0.0091,0.0025,0.1926,0.0068,0.3302,0.0173
062-165,fear,0.722,0.1017,0.1118,0.0432,0.012,0.0042,0.0051
062-201,disgust,0.3125,0.0904,0.0006,0.5089,0.0021,0.0501,0.0354
062-202,disgust,0.1731,0.0557,0.0007,0.3622,0.001,0.3877,0.0196
062-203,disgust,0.1652,0.016,0.001,0.0404,0.0008,0.7008,0.0758
062-204,disgust,0.944,0.0124,0.0083,0.0152,0.0173,0.0009,0.0018
062-205,disgust,0.8539,0.0345,0.0247,0.0065,0.0736,0.0009,0.0059
062-206,disgust,0.6938,0.1773,0.0007,0.005,0.001,0.0008,0.1214
062-207,disgust,0.679,0.0477,0.0071,0.171,0.0788,0.0011,0.0152
062-208,disgust,0.1501,0.834,0.0001,0.003,0.0005,0.0004,0.0119
062-209,disgust,0.6612,0.1069,0.0072,0.1695,0.0057,0.0059,0.0437
062-210,disgust,0.6476,0.0269,0.2891,0.0143,0.0167,0.0015,0.0039
062-211,disgust,0.5064,0.0198,0.3612,0.0111,0.0891,0.0062,0.0062
062-212,disgust,0.5366,0.0518,0.0191,0.3613,0.026,0.0032,0.002
062-213,disgust,0.8157,0.0124,0.0141,0.1263,0.014,0.0139,0.0035
062-214,disgust,0.2599,0.3394,0.0017,0.0023,0.3188,0.0011,0.0768
062-215,disgust,0.8464,0.0479,0.0046,0.0046,0.0101,0.0013,0.0852
062-251,angry,0.1605,0.815,0.0057,0.0028,0.0026,0.0001,0.0133
062-252,angry,0.7273,0.163,0.002,0.014,0.0012,0.0009,0.0915
062-253,angry,0.1258,0.427,0.0005,0.0032,0.0134,0.0021,0.4279
062-254,angry,0.0535,0.1391,0.0005,0.0022,0.7985,0.0005,0.0057
062-255,angry,0.116,0.8668,0.0009,0.0024,0.0005,0.0004,0.013
062-256,angry,0.906,0.0437,0.0374,0.003,0.0024,0.0004,0.007
062-257,angry,0.0392,0.9551,0.0001,0.0019,0.0003,0.0001,0.0032
062-258,angry,0.0134,0.085,0.0005,0.3525,0.0002,0.5399,0.0085
062-259,angry,0.3151,0.3129,0.2314,0.0858,0.0421,0.0077,0.005
062-260,angry,0.8987,0.0461,0.0149,0.005,0.0315,0.0003,0.0035
062-261,angry,0.9439,0.016,0.0031,0.0032,0.0312,0.0004,0.0022
062-262,angry,0.0215,0.9631,0.0016,0.0036,0.0071,0.0005,0.0026
062-263,angry,0.5323,0.4384,0.0018,0.0051,0.0053,0.0003,0.0168
062-264,angry,0.1312,0.8427,0.0007,0.0061,0.0051,0.0002,0.0139
062-265,angry,0.7177,0.0739,0.1825,0.007,0.0099,0.0012,0.0079
062-301,sad,0.6836,0.003,0.0897,0.0028,0.2155,0.0009,0.0045
062-302,sad,0.0211,0.0046,6.49E-05,0.0007,0.9729,0.0003,0.0003
062-303,sad,0.8631,0.0224,0.0026,0.0112,0.0138,0.0004,0.0866
062-304,sad,0.1155,0.0033,0.0016,0.001,0.8777,0.0005,0.0004
062-305,sad,0.443,0.0062,0.1779,0.004,0.3635,0.0015,0.0038
062-306,sad,0.6024,0.006,0.2192,0.0053,0.1602,0.003,0.004
062-307,sad,0.8302,0.0101,0.0812,0.0033,0.0713,0.0007,0.0033
062-308,sad,0.3008,0.6391,0.0013,0.027,0.0017,0.0024,0.0277
062-309,sad,0.9379,0.0049,0.0046,0.0016,0.0497,0.0004,0.001
062-310,sad,0.2557,0.0017,0.002,0.0012,0.7378,0.0005,0.0012
062-311,sad,0.9311,0.006,0.0236,0.004,0.0315,0.001,0.0028
062-312,sad,0.4153,0.0091,0.0022,0.5059,0.0101,0.0527,0.0046
062-313,sad,0.202,0.0765,0.0004,0.0052,0.7039,0.0024,0.0097
062-314,sad,0.8704,0.0117,0.0087,0.0027,0.104,0.0006,0.002
062-315,sad,0.475,0.0132,0.2402,0.0079,0.2549,0.005,0.0038
063-016,happy,0.566,0.1109,0.0381,0.0436,0.2316,0.0061,0.0037
063-017,happy,0.9539,0.0241,0.0033,0.0046,0.0127,0.0003,0.0012
063-018,happy,0.7754,0.0527,0.0482,0.0042,0.0972,0.0003,0.0219
063-019,happy,0.9435,0.0241,0.0152,0.0054,0.0088,0.0004,0.0026
063-020,happy,0.8994,0.0457,0.0109,0.0067,0.0031,0.0003,0.0339
063-021,happy,0.2999,0.0106,0.5337,0.0084,0.1387,0.0057,0.0031
063-022,happy,0.0365,0.0071,0.0004,0.0013,0.9541,0.0002,0.0003
063-023,happy,0.8993,0.0269,0.0088,0.006,0.0566,0.0013,0.0011
063-024,happy,0.7645,0.0646,0.0183,0.0034,0.026,0.0008,0.1223
063-025,happy,0.9403,0.0038,0.0298,0.0022,0.0216,0.0004,0.0019
063-026,happy,0.9018,0.0372,0.0193,0.0315,0.0025,0.0015,0.0062
063-027,happy,0.5264,0.0054,0.4376,0.0063,0.0098,0.0119,0.0025
063-028,happy,0.0121,0.0307,0.0049,0.3338,0.0003,0.6148,0.0033
063-029,happy,0.6418,0.2718,0.0167,0.0342,0.0151,0.0062,0.0143
063-030,happy,0.0682,0.8899,0.0011,0.0066,0.0003,0.0003,0.0334
063-066,surprise,0.8663,0.08,0.0053,0.0242,0.0129,0.0019,0.0095
063-067,surprise,0.0279,0.0375,0.0134,0.9062,0.0023,0.0119,0.0008
063-068,surprise,0.7116,0.0197,0.0178,0.0043,0.2423,0.0013,0.003
063-069,surprise,0.049,0.5881,0.0091,0.3172,0.0004,0.0295,0.0066
063-070,surprise,0.1129,0.0447,0.012,0.0088,0.8194,0.0008,0.0013
063-071,surprise,0.518,0.3603,0.0012,0.0553,0.0021,0.0009,0.0622
063-072,surprise,0.6791,0.0666,0.0221,0.2039,0.0016,0.0107,0.016
063-073,surprise,0.7133,0.1663,0.0214,0.0321,0.0612,0.0018,0.004
063-074,surprise,0.8778,0.0078,0.0046,0.0049,0.1029,0.0013,0.0007
063-075,surprise,0.0505,0.0105,0.0017,0.034,0.0012,0.8983,0.0037
063-076,surprise,0.126,0.0736,0.0058,0.0849,0.6193,0.088,0.0025
063-077,surprise,0.3211,0.1165,0.0766,0.2216,0.0173,0.0534,0.1934
063-078,surprise,0.198,0.3299,0.3233,0.0263,0.0419,0.004,0.0766
063-079,surprise,0.8653,0.0569,0.002,0.0147,0.0587,0.0016,0.0008
063-080,surprise,0.7135,0.0927,0.1137,0.0165,0.0576,0.0009,0.005
063-116,neutral,0.8944,0.0833,0.0007,0.002,0.0014,0.0001,0.0181
063-117,neutral,0.0268,0.9551,0.0002,0.0143,8.94E-05,0.0007,0.0029
063-118,neutral,0.6906,0.1897,0.0012,0.078,0.0004,0.0097,0.0304
063-119,neutral,0.7015,0.0912,0.0023,0.1937,0.0033,0.0048,0.0032
063-120,neutral,0.244,0.0191,0.712,0.013,0.0082,0.0015,0.0022
063-121,neutral,0.9523,0.0261,0.0101,0.0021,0.0024,0.0001,0.0069
063-122,neutral,0.9311,0.0509,0.0056,0.004,0.0014,0.0002,0.0068
063-123,neutral,0.8347,0.1098,0.0017,0.0172,0.0007,0.0004,0.0355
063-124,neutral,0.9105,0.0666,0.0012,0.0023,0.012,0.0001,0.0073
063-125,neutral,0.9611,0.0264,0.0028,0.0029,0.001,0.0003,0.0055
063-126,neutral,0.3592,0.0267,0.5793,0.0079,0.022,0.0009,0.0039
063-127,neutral,0.6417,0.0225,0.3119,0.0093,0.0043,0.0045,0.0058
063-128,neutral,0.5346,0.3061,0.0565,0.0231,0.0011,0.0008,0.0779
063-129,neutral,0.8375,0.0467,0.0892,0.0167,0.0038,0.0017,0.0043
063-130,neutral,0.1229,0.7907,0.0016,0.0317,0.0002,0.0009,0.0521
063-166,fear,0.0131,0.9669,0.0003,0.0043,0.0006,0.0059,0.0088
063-167,fear,0.8221,0.1067,0.0029,0.0155,0.0457,0.0018,0.0053
063-168,fear,0.0706,0.0657,0.0012,0.1687,0.0014,0.6438,0.0486
063-169,fear,0.0494,0.0191,0.0024,0.154,0.0035,0.7634,0.0082
063-170,fear,0.5434,0.0514,0.0306,0.3088,0.0135,0.0501,0.0021
063-171,fear,0.5164,0.1824,0.0003,0.0111,0.0006,0.005,0.2842
063-172,fear,0.0958,0.8067,0.0007,0.0023,0.0002,0.0003,0.094
063-173,fear,0.1618,0.2054,0.0021,0.4214,0.0004,0.1935,0.0154
063-174,fear,0.0606,0.4986,0.0008,0.2148,0.0008,0.2031,0.0211
063-175,fear,0.5826,0.079,0.2841,0.0175,0.0256,0.0024,0.0087
063-176,fear,0.5185,0.028,0.0325,0.0405,0.0028,0.3474,0.0303
063-177,fear,0.958,0.013,0.0084,0.0029,0.0073,0.0006,0.0097
063-178,fear,0.2158,0.3016,0.0392,0.4281,0.0037,0.0034,0.0082
063-179,fear,0.9018,0.0196,0.0026,0.0116,0.0596,0.001,0.0038
063-180,fear,0.9315,0.0051,0.0071,0.0021,0.0345,0.0035,0.0161
063-216,disgust,0.9602,0.0109,0.008,0.0044,0.0149,0.0002,0.0014
063-217,disgust,0.9489,0.0097,0.027,0.0028,0.0094,0.0003,0.0019
063-218,disgust,0.0343,0.9512,0.0006,0.0033,0.0002,0.0001,0.0103
063-219,disgust,0.7404,0.1138,0.0538,0.0356,0.0515,0.0013,0.0037
063-220,disgust,0.0318,0.9631,0.0002,0.0021,0.0002,8.71E-05,0.0024
063-221,disgust,0.1665,0.6991,0.0035,0.0074,0.001,0.0009,0.1216
063-222,disgust,0.2394,0.502,0.0016,0.0061,0.0654,0.0016,0.184
063-223,disgust,0.6479,0.0925,0.2067,0.0064,0.0095,0.0006,0.0364
063-224,disgust,0.6612,0.2306,0.0254,0.0379,0.041,0.0011,0.0028
063-225,disgust,0.0434,0.0375,0.0007,0.0015,0.9159,0.0002,0.0008
063-226,disgust,0.8615,0.0045,0.016,0.0016,0.1128,0.0004,0.0032
063-227,disgust,0.0421,0.9199,0.0001,0.0307,0.0005,0.0007,0.0059
063-228,disgust,0.7788,0.0598,0.0045,0.0961,0.0543,0.0009,0.0057
063-229,disgust,0.1939,0.6741,0.0747,0.0039,0.0248,0.0008,0.0278
063-230,disgust,0.8001,0.1905,0.0008,0.0019,0.0015,0.0001,0.0051
063-266,angry,0.0464,0.0825,0.0075,0.841,0.0004,0.0198,0.0024
063-267,angry,0.8503,0.0782,0.0298,0.0182,0.0198,0.0014,0.0024
063-268,angry,0.3751,0.5573,0.001,0.0056,0.0012,0.0005,0.0592
063-269,angry,0.9182,0.0572,0.0114,0.0077,0.0022,0.0003,0.003
063-270,angry,0.022,0.0655,0.0016,0.4475,0.0003,0.4597,0.0035
063-271,angry,0.4577,0.0902,0.0058,0.0225,0.0095,0.0011,0.4132
063-272,angry,0.69,0.0577,0.0509,0.1692,0.0098,0.0199,0.0026
063-273,angry,0.5187,0.0817,0.1355,0.1413,0.1129,0.0065,0.0034
063-274,angry,0.0052,0.9833,0.0002,0.009,3.22E-05,0.0004,0.0018
063-275,angry,0.9343,0.0033,0.0452,0.0018,0.0069,0.0006,0.008
063-276,angry,0.0517,0.4118,0.0032,0.3278,0.0012,0.1665,0.0378
063-277,angry,0.6598,0.124,0.0059,0.151,0.0013,0.0179,0.0401
063-278,angry,0.9411,0.0153,0.0246,0.0023,0.0122,0.0002,0.0042
063-279,angry,0.9275,0.0148,0.0346,0.0128,0.0063,0.0017,0.0023
063-280,angry,0.6686,0.052,0.1341,0.0851,0.0028,0.0446,0.0128
063-316,sad,0.8844,0.0034,0.0106,0.0013,0.0978,0.0007,0.0018
063-317,sad,0.66,0.0127,0.1643,0.0083,0.1408,0.01,0.0039
063-318,sad,0.3181,0.0152,0.5534,0.0116,0.0898,0.0025,0.0092
063-319,sad,0.1266,0.5827,0.0006,0.1851,0.0892,0.0111,0.0046
063-320,sad,0.08,0.0284,0.0006,0.0012,0.888,0.0002,0.0016
063-321,sad,0.8823,0.004,0.0136,0.0033,0.0948,0.0008,0.0013
063-322,sad,0.0815,0.0277,0.0006,0.0055,0.8376,0.0446,0.0025
063-323,sad,0.8704,0.004,0.0338,0.0015,0.0783,0.0004,0.0115
063-324,sad,0.4184,0.0472,0.4129,0.0136,0.1034,0.0026,0.002
063-325,sad,0.612,0.0037,0.0079,0.0011,0.3736,0.0002,0.0015
063-326,sad,0.1638,0.4115,0.0028,0.0232,0.3756,0.0101,0.013
063-327,sad,0.5087,0.4571,0.0011,0.0035,0.0005,0.0004,0.0287
063-328,sad,0.0592,0.0099,0.0011,0.3332,0.0026,0.5894,0.0046
063-329,sad,0.8848,0.0266,0.0016,0.0195,0.0326,0.0179,0.0171
063-330,sad,0.8279,0.0064,0.1259,0.011,0.0223,0.0044,0.0021
064-031,happy,0.4714,0.0063,0.4851,0.0038,0.0193,0.0014,0.0127
064-032,happy,0.7587,0.1359,0.0292,0.0064,0.0072,0.0003,0.0621
064-033,happy,0.4542,0.0293,0.0104,0.0056,0.4816,0.0155,0.0034
064-034,happy,0.1189,0.0018,0.8644,0.002,0.0082,0.0025,0.0023
064-035,happy,0.0241,0.0009,0.0009,0.0004,0.9733,0.0003,0.0002
064-036,happy,0.8578,0.0286,0.0621,0.0068,0.0363,0.0006,0.0077
064-037,happy,0.0902,0.0048,0.877,0.0125,0.0117,0.0027,0.0011
064-038,happy,0.4416,0.0708,0.0078,0.0021,0.4739,0.0004,0.0034
064-039,happy,0.5907,0.0208,0.3175,0.008,0.0503,0.0018,0.0108
064-040,happy,0.7313,0.0103,0.1247,0.0758,0.006,0.0234,0.0284
064-041,happy,0.0517,0.0437,0.8458,0.0173,0.0314,0.0073,0.0028
064-042,happy,0.3218,0.0031,0.6102,0.0033,0.0539,0.0035,0.0042
064-043,happy,0.9277,0.0019,0.0425,0.0011,0.0188,0.0006,0.0073
064-044,happy,0.9115,0.0043,0.0616,0.0033,0.0154,0.0018,0.002
064-045,happy,0.1336,0.0065,0.7101,0.0192,0.1091,0.0183,0.0031
064-081,surprise,0.3811,0.0184,0.0011,0.2939,0.016,0.2862,0.0033
064-082,surprise,0.9101,0.014,0.0142,0.0081,0.0497,0.0015,0.0024
064-083,surprise,0.1192,0.0442,0.0011,0.5713,0.0012,0.2566,0.0064
064-084,surprise,0.699,0.1271,0.0004,0.131,0.0026,0.0145,0.0255
064-085,surprise,0.0668,0.0426,0.0002,0.5108,0.002,0.3689,0.0087
064-086,surprise,0.6159,0.3368,0.0003,0.0217,0.0042,0.005,0.0163
064-087,surprise,0.5631,0.0311,0.0487,0.3116,0.0185,0.0249,0.0021
064-088,surprise,0.1793,0.7809,0.0004,0.0046,0.0004,0.0003,0.0341
064-089,surprise,0.7889,0.027,0.0682,0.0653,0.0403,0.0067,0.0036
064-090,surprise,0.0251,0.9509,0.0001,0.0108,0.0001,0.0024,0.0106
064-091,surprise,0.7772,0.0174,0.0568,0.0291,0.1147,0.0034,0.0014
064-092,surprise,0.122,0.0101,0.0009,0.0194,0.8431,0.0026,0.0018
064-093,surprise,0.7974,0.0099,0.0328,0.0129,0.1401,0.0017,0.0053
064-094,surprise,0.8417,0.0096,0.0015,0.0048,0.139,0.0013,0.0022
064-095,surprise,0.5826,0.2243,0.0003,0.0302,0.0007,0.0064,0.1556
064-131,neutral,0.6489,0.0271,0.0628,0.003,0.2515,0.0004,0.0062
064-132,neutral,0.8755,0.1,0.0023,0.0044,0.0047,0.0006,0.0125
064-133,neutral,0.1994,0.0484,0.01,0.7201,0.0062,0.0129,0.003
064-134,neutral,0.9184,0.0602,0.0038,0.0026,0.0016,0.0004,0.013
064-135,neutral,0.5649,0.2314,0.0004,0.0145,0.0024,0.0101,0.1764
064-136,neutral,0.8826,0.0165,0.077,0.0112,0.0084,0.0013,0.003
064-137,neutral,0.9649,0.0131,0.0011,0.0032,0.0138,0.0005,0.0036
064-138,neutral,0.8676,0.0126,0.0016,0.0128,0.0012,0.0334,0.0709
064-139,neutral,0.3919,0.3117,0.0008,0.2068,0.0004,0.0384,0.05
064-140,neutral,0.922,0.0479,0.0016,0.002,0.0015,0.0002,0.0249
064-141,neutral,0.9319,0.0026,0.0092,0.0017,0.0527,0.0008,0.0011
064-142,neutral,0.9507,0.0326,0.0014,0.0015,0.0031,9.06E-05,0.0107
064-143,neutral,0.5885,0.2024,0.0007,0.0962,0.0011,0.0289,0.0822
064-144,neutral,0.8692,0.1078,0.0017,0.0007,0.01,0.0002,0.0105
064-145,neutral,0.9399,0.0339,0.0027,0.0039,0.0004,0.0005,0.0187
064-181,fear,0.1798,0.1084,0.0026,0.2592,0.3493,0.0646,0.036
064-182,fear,0.1183,0.0056,0.0007,0.4646,0.0046,0.402,0.0042
064-183,fear,0.4095,0.4258,0.0004,0.0083,0.0019,0.0024,0.1516
064-184,fear,0.6492,0.2859,0.0025,0.0024,0.0035,0.0003,0.0563
064-185,fear,0.8269,0.0049,0.0014,0.0041,0.1593,0.0018,0.0015
064-186,fear,0.0713,0.0293,0.805,0.0322,0.0476,0.0115,0.003
064-187,fear,0.2959,0.6219,0.0142,0.0099,0.0241,0.0018,0.0322
064-188,fear,0.1373,0.4117,0.0074,0.0096,0.0074,0.0681,0.3584
064-189,fear,0.8498,0.0056,0.0504,0.0035,0.0095,0.0026,0.0785
064-190,fear,0.5305,0.4402,0.0003,0.0048,0.013,0.0008,0.0105
064-191,fear,0.7363,0.0526,0.0066,0.0484,0.1269,0.0101,0.0191
064-192,fear,0.9572,0.0201,0.0024,0.0028,0.0144,0.0003,0.0027
064-193,fear,0.0462,0.7664,0.0002,0.0902,0.0004,0.079,0.0177
064-194,fear,0.1547,0.0257,0.0009,0.0673,0.0025,0.3872,0.3618
064-195,fear,0.3517,0.0144,0.0006,0.0033,0.6273,0.0007,0.0019
064-231,disgust,0.4147,0.0159,0.2877,0.0064,0.2673,0.0037,0.0042
064-232,disgust,0.4992,0.0358,0.0023,0.0021,0.387,0.0004,0.0731
064-233,disgust,0.8599,0.0135,0.0164,0.0618,0.029,0.002,0.0175
064-234,disgust,0.6726,0.0115,0.0015,0.1588,0.021,0.1161,0.0185
064-235,disgust,0.4642,0.0091,0.4212,0.0026,0.0958,0.002,0.0051
064-236,disgust,0.7691,0.0307,0.004,0.0221,0.0177,0.0102,0.1462
064-237,disgust,0.927,0.0237,0.0053,0.004,0.0146,0.0013,0.0242
064-238,disgust,0.7331,0.0053,0.1577,0.0053,0.0915,0.0024,0.0047
064-239,disgust,0.326,0.0256,0.0006,0.5007,0.008,0.1293,0.0099
